,Unnamed: 0,Artists,Name,Year,Genre,acousticness,danceability,energy,key,tempo,valence,cluster
462,462,Erykah Badu,Bag Lady,2000,"Neo Soul,Soul,Soul Pop,R&;B,Rap",37.32,69.99,38.29,45.45,63.19,57.59,3
463,463,J. Cole,ATM,2018,"Conscious Hip-Hop,Trap,Rap",11.76,69.42,46.91,72.73,20.31,32.88,2
464,464,Faith Hill,The Way You Love Me,2001,"Adult Contemporary,Dance-Pop,Pop,Country",12.99,58.88,70.21,18.18,32.86,74.13,1
465,465,Nickelback,Rockstar,2007,"Alternative Rock,Post-Grunge,Canada,Hard Rock,Rock",4.69,57.62,90.85,0.0,58.81,69.78,1
466,466,Dua Lipa,New Rules,2018,"Power Pop,Electronic,Electro-Pop,Tropical House,UK,Pop",0.27,74.34,68.51,81.82,41.54,60.77,4
467,467,Rich Boy,Throw Some D's,2007,Rap,3.76,66.9,85.53,100.0,69.19,42.21,0
468,468,Lady Gaga,Paparazzi,2009,"Dance-Pop,Pop",11.55,74.34,67.66,45.45,40.82,38.39,1
469,469,Kodak Black,Tunnel Vision,2017,"Producer,Trap,Rap",5.89,43.99,46.06,100.0,75.94,20.79,0
470,470,Sam Hunt,Body Like A Back Road,2017,"Pop Country,Pop,Country",45.71,70.9,42.76,45.45,30.97,66.39,3
471,471,Shawn Mendes,There's Nothing Holdin' Me Back,2017,"Latin Pop,Dance,Alternative Pop,Pop-Rock,Canada,Pop",38.85,86.25,80.53,100.0,45.2,99.05,4
472,472,Huey,"Pop, Lock & Drop It",2007,Rap,0.08,72.39,54.46,0.0,58.85,48.57,1
473,473,Jessie J,Domino,2012,Pop,1.18,73.77,52.23,63.64,48.27,80.38,4
474,474,Green Day,Wake Me Up When September Ends,2005,"Adult Alternative,Emo,Alternative Rock,Ballad,Punk Rock,Rock",2.35,49.6,80.64,63.64,34.7,11.78,0
475,475,Twista,Overnight Celebrity,2004,"Gaming,Rap",18.61,81.9,78.3,90.91,52.72,78.69,4
476,476,Lil Wayne,A Milli,2008,"Crunk,Rap",3.96,64.15,67.98,54.55,63.37,78.37,4
477,477,D12,My Band,2004,"Memes,SHADYXV,Rap",50.82,84.54,84.36,9.09,43.97,85.79,1
478,478,Selena Gomez,The Heart Wants What It Wants,2014,"R&;B,Pop",5.42,57.62,77.98,63.64,21.18,62.15,4
479,479,Sean Paul,We Be Burnin',2005,"Jamaica,Pop,Dancehall,Rap",14.83,95.88,79.47,9.09,42.11,87.49,1
480,480,50 Cent,Outta Control,2005,"Remix,Rap",31.49,65.86,72.02,81.82,29.18,47.51,2
481,481,Taylor Swift,Back To December,2010,"Baroque Pop,Country",12.78,47.42,65.32,18.18,57.47,25.14,1
482,482,Jeremih,Don't Tell 'Em,2014,"Fashion,R&;B,Rap",40.08,85.11,50.1,18.18,30.43,37.23,3
483,483,Taylor Swift,Style,2015,"Pop-Rock,Funk-Pop,Disco,Pop",0.26,55.56,77.66,18.18,28.56,44.65,1
484,484,Jagged Edge,Walked Outta Heaven,2004,"Soul,R&;B",58.59,63.8,59.57,90.91,44.04,51.75,2
485,485,Drake,Started From The Bottom,2013,"Producer,Trap,Canada,Rap",3.35,78.01,49.57,72.73,23.19,56.42,2
486,486,Camila Cabello,Never Be The Same,2018,"Tropical House,Canada,Electro-Pop,Electro,R&;B,M\xc3\xa9xico,Cuba,Pop",14.83,60.71,69.46,0.0,50.11,24.29,1
487,487,Ludacris,Splash Waterfalls,2004,Rap,10.33,71.13,84.04,100.0,59.93,70.73,4
488,488,Imagine Dragons,Demons,2013,"Adult Alternative,Adult Contemporary,Alternative Pop,Alternative Rock,Pop-Rock,Alternative,Indie Rock,Pop,Rock",19.43,44.9,69.57,27.27,25.42,41.68,1
489,489,Lorde,Team,2014,"Alternative,Dream-Pop,Alternative Pop,New Zealand,Soundtrack,Adult Alternative,Indie Pop,Electro-Pop,Pop",17.08,66.09,55.53,54.55,31.6,40.41,2
490,490,One Direction,Story Of My Life,2013,"Folk Rock,Folk,Boy Band,UK,Pop",23.01,55.78,64.57,27.27,44.62,26.62,3
491,491,Rob Thomas,Lonely No More,2005,Rock,3.24,58.3,89.68,81.82,22.9,86.64,4
492,492,Kelly Clarkson,Breakaway,2004,"Screen,Pop-Rock,Soundtrack,Pop,Rock",3.05,38.14,68.61,81.82,68.61,38.08,0
493,493,Maroon 5,Maps,2014,"Adult Contemporary,Adult Alternative,Pop-Rock,Pop",2.1,72.05,69.89,9.09,43.98,89.5,1
494,494,Kelly Clarkson,Behind These Hazel Eyes,2005,"Pop-Rock,Pop,Rock",0.17,49.83,88.62,81.82,25.49,41.36,0
495,495,Eminem,Just Lose It,2004,"Hip-Hop,Beef,Memes,Rap",6.71,95.99,59.78,72.73,44.59,96.5,4
496,496,Drake,Summer Sixteen,2016,"Beef,Canada,Rap",0.36,55.1,42.97,9.09,60.17,2.04,3
497,497,Justin Bieber,As Long As You Love Me,2012,"Dance,Dance-Pop,Canada,Rap,Electronic,Pop",8.29,52.46,86.91,0.0,56.11,61.3,1
498,498,Taylor Swift,Red,2012,Country,7.9,56.01,89.36,9.09,47.03,64.27,1
499,499,Christina Aguilera,Ain't No Other Man,2006,"R&;B,Funk,Pop",0.38,85.8,72.98,63.64,48.84,50.48,4
500,500,Rihanna,Unfaithful,2006,"Ballad,R&;B,Pop",85.79,54.41,35.63,0.0,58.81,33.31,3
501,501,Creed,One Last Breath,2002,Rock,0.9,30.58,70.85,18.18,50.14,14.33,1
502,502,Neon Trees,Everybody Talks,2012,"Pop-Rock,Pop,Rock",0.31,41.01,92.34,72.73,65.53,73.17,0
503,503,Jason Mraz,I'm Yours,2008,"Adult Contemporary,Adult Alternative,Pop-Rock,Pop,Rock",60.84,65.64,42.65,100.0,63.05,72.43,2
504,504,Mike Posner,Cooler Than Me,2010,"Electro-Pop,Pop",15.34,83.28,47.65,63.64,49.52,80.07,4
505,505,Eminem,Shake That,2006,"SHADYXV,Memes,Rap",5.18,97.37,62.44,9.09,35.95,52.92,1
506,506,Swedish House Mafia,Don't You Worry Child,2013,"Progressive House,Dance-Pop,Dance,Pop,Electronic",1.47,59.45,87.66,18.18,49.52,32.14,1
507,507,Lil Wayne,Right Above It,2010,Rap,4.45,30.13,83.51,27.27,16.86,45.39,1
508,508,Wiz Khalifa,No Sleep,2011,Rap,11.14,61.86,69.68,81.82,68.66,77.84,4
509,509,Chris Brown,Look At Me Now,2011,"DMV,East Coast,Rap",3.47,74.91,66.06,100.0,60.09,53.35,2
510,510,Red Hot Chili Peppers,Dani California,2006,"Adult Alternative,Alternative Rock,Pop-Rock,Funk Rock,Rock",1.97,50.74,91.17,0.0,29.27,73.7,1
511,511,Flo Rida,I Cry,2012,"Pop,Rap",0.63,66.44,81.49,36.36,47.69,77.2,4
512,512,Snoop Dogg,Beautiful,2003,"Soul Pop,R&;B,West Coast,Hip-Hop,Rap",25.15,90.95,67.98,100.0,32.25,98.2,4
513,513,Rachel Platten,Fight Song,2015,"Power Pop,Pop",5.61,51.66,70.0,63.64,78.45,31.29,0
514,514,Phillip Phillips,Home,2013,"Adult Alternative,Adult Contemporary,Pop-Rock,Folk Rock,Folk,American Idol,Pop,Rock",2.62,56.47,81.91,0.0,44.6,30.44,1
515,515,Rascal Flatts,What Hurts The Most,2006,"Disney,Soundtrack,Country,Rock",0.9,48.57,65.74,45.45,53.83,31.29,0
516,516,Nick Lachey,What's Left Of Me,2006,Pop,13.91,35.28,71.49,63.64,62.54,29.28,0
517,517,Linkin Park,New Divide,2009,"Alternative,Alternative Rock,Electronic Rock,Electronic,Rock",0.02,43.53,80.0,45.45,42.71,36.59,0
518,518,"Lil Baby, Drake",Yes Indeed,2018,"Hip-Hop,Trap,Canada,Motown,Rap",3.58,97.48,30.84,45.45,43.94,55.89,4
519,519,Rascal Flatts,Life Is A Highway,2006,"Disney,Soundtrack,TV,Pop Country,Cover,Country,Rock",0.33,53.72,95.32,45.45,33.5,65.75,4
520,520,Kylie Minogue,Can't Get You Out Of My Head,2002,"Australia,Dance-Pop,Electronic,Dance,Pop",2.69,74.8,53.93,81.82,47.67,98.52,4
521,521,Sean Kingston,Take You There,2008,Rap,1.86,73.2,92.02,45.45,40.9,63.52,4
522,522,Alex Clare,Too Close,2012,Rock,1.14,53.95,69.78,100.0,47.69,26.62,2
523,523,Ashanti,Rain On Me,2003,"Pop,Soul,R&;B",35.07,56.47,68.4,72.73,21.58,50.27,2
524,524,Brandy,What About Us?,2002,"R&;B,Pop",26.28,47.08,71.91,90.91,84.63,74.34,0
525,525,5 Seconds Of Summer,Youngblood,2018,"New Wave,Pop,Synth-Pop,Electro-Pop,Alternative Pop,Australia,Pop-Rock,Rock",1.73,55.33,84.89,63.64,44.13,12.42,0
526,526,Jason Aldean,Dirt Road Anthem,2011,"Country,Rock",35.48,64.95,72.87,18.18,48.3,63.63,1
527,527,Snoop Dogg,Sensual Seduction,2008,Pop,0.31,73.65,82.23,100.0,44.06,49.74,4
528,528,Rihanna,Needed Me,2016,"Pop,R&;B",11.25,63.92,27.44,45.45,38.35,27.69,3
529,529,Rihanna,Hate That I Love You,2007,R&;B,33.03,60.02,71.7,45.45,27.85,73.92,4
530,530,Gwen Stefani,Rich Girl,2005,"Reggae,Pop,Rap",3.01,85.11,74.25,63.64,30.41,72.86,4
531,531,Yael Naim,New Soul,2008,"Gospel,Folk,Pop",74.95,75.14,33.5,0.0,31.63,65.54,3
532,532,J. Cole,Deja Vu,2016,"Trap,Rap",35.99,62.31,38.82,81.82,77.31,15.49,2
533,533,Donell Jones,U Know What's Up,1999,"Soundtrack,Remix,Hip-Hop,Neo Soul,Soul,Soul Pop,Pop,R&;B,Rap",7.37,81.79,45.85,90.91,33.49,88.34,4
534,534,Alicia Keys,A Woman's Worth,2002,"Neo Soul,Soul,Pop,R&;B",33.84,63.46,37.65,36.36,16.25,48.57,3
535,535,Baby Bash,Suga Suga,2003,"R&;B,Rap",70.35,62.89,73.61,45.45,20.73,53.03,3
536,536,"Zedd, Alessia Cara",Stay,2017,"Electronic,Dance,Pop",25.87,66.09,60.21,45.45,32.89,53.98,4
537,537,Nickelback,Someday,2004,"Ballad,Hard Rock,Pop-Rock,Alternative Rock,Post-Grunge,Rock",0.06,39.18,85.32,100.0,70.56,59.6,0
538,538,Jibbs,Chain Hang Low,2006,Rap,2.65,77.78,56.7,36.36,66.87,78.79,1
539,539,Hot Chelle Rae,Tonight Tonight,2011,"Alternative Rock,Pop-Rock,Dance-Pop,Pop,Rock",7.81,65.64,77.34,36.36,31.61,82.61,4
540,540,Akon,"Sorry, Blame It On Me",2007,"R&;B,Rap",25.66,68.27,63.29,63.64,78.59,53.88,0
541,541,Kanye West,Good Life,2007,"Producer,Rap",0.28,32.76,73.3,9.09,75.18,43.91,1
542,542,Hurricane Chris,A Bay Bay,2007,Rap,10.74,53.15,65.1,54.55,7.4,70.73,4
543,543,Lil Wayne,Uproar,2018,Rap,6.08,72.16,86.59,9.09,31.06,90.03,1
544,544,Taylor Swift,Begin Again,2012,Country,20.35,47.77,49.99,63.64,18.69,30.55,2
545,545,Lil Uzi Vert,XO TOUR Llif3,2017,"Hip-Hop,Emo Rap,Memes,Alternative,Alternative R&;B,Trap,Rap",0.27,70.9,73.83,100.0,65.61,38.82,0
546,546,The Fray,You Found Me,2009,"Pop,Alternative Rock,Rock",1.91,25.77,79.47,72.73,63.7,38.71,0
547,547,"Ariana Grande, The Weeknd",Love Me Harder,2014,"R&;B,Alternative R&;B,Synth-Pop,Synthwave",0.96,41.12,70.0,9.09,31.01,21.75,1
548,548,Mariah Carey,Obsessed,2009,"Hip-Hop,Beef,R&;B,Pop",4.75,72.05,43.82,90.91,23.27,35.43,2
549,549,Madonna,Hung Up,2005,"Dance-Pop,Synth-Pop,Electronica,Electronic,Dance,Disco,Pop",0.37,60.37,62.76,81.82,47.04,40.3,2
550,550,Sean Paul,Gimme The Light,2002,"Jamaica,Dancehall,Rap",14.42,76.17,75.0,18.18,36.12,94.17,1
551,551,Eminem,Rap God,2013,"Hip-Hop,Hardcore Hip-Hop,Producer,Electronic,Memes,Rap",40.59,68.16,83.72,63.64,61.32,62.57,4
552,552,Shinedown,Second Chance,2009,"Adult Contemporary,Adult Alternative,Post-Grunge,Alternative Rock,Rock",0.11,39.75,78.72,0.0,31.64,15.6,1
553,553,Sugar Ray,Someday,1999,Rock,1.07,72.39,66.59,9.09,38.32,95.76,1
554,554,Creed,Higher,2000,"Alternative Rock,Rock",0.01,39.63,82.34,18.18,66.06,42.0,1
555,555,David Banner,Play,2005,Rap,0.02,82.93,64.04,9.09,28.56,58.43,1
556,556,Christina Aguilera,Keeps Gettin' Better,2008,Pop,7.56,60.94,68.19,45.45,50.13,22.81,0
557,557,Disclosure,Latch,2014,"Electronic,Pop",1.82,70.56,72.23,9.09,45.19,53.98,1
558,558,Kelly Clarkson,Because Of You,2005,"Pop-Rock,Ballad,Pop",25.97,53.84,56.17,45.45,56.32,10.72,3
559,559,Calvin Harris,Summer,2014,"UK,Electronic,Pop",2.16,55.33,85.1,36.36,48.87,75.08,1
560,560,Tyga,Rack City,2012,"West Coast,Hyphy,Rap",3.81,93.47,30.1,9.09,31.0,25.25,3
561,561,Dixie Chicks,Landslide,2003,Country,54.6,52.46,40.63,18.18,59.97,43.38,3
562,562,Next,Wifey,2000,R&;B,6.85,82.02,63.4,63.64,31.37,73.28,4
563,563,Tyrese,How You Gonna Act Like That,2003,"R&;B,Rap",10.94,70.79,37.12,27.27,39.6,53.56,1
564,564,DaBaby,Suge,2019,"Trap,East Coast,Rap",6.22,87.4,64.46,18.18,16.48,85.79,1
565,565,Pretty Ricky,Grind With Me,2005,R&;B,0.05,63.46,49.68,9.09,54.17,15.39,1
566,566,Selena Gomez,Hands To Myself,2016,Pop,1.5,79.95,47.12,45.45,38.42,45.71,2
567,567,Will Smith,Switch,2005,Rap,0.72,87.51,88.19,9.09,33.17,51.12,1
568,568,P!nk,There You Go,2000,"Dance-Pop,R&;B,Pop",8.81,81.21,84.15,90.91,36.5,67.02,4
569,569,Drake,Take Care,2012,"R&;B,Canada,Rap",2.73,59.11,48.82,0.0,45.1,28.0,1
570,570,Nick Jonas,Jealous,2015,"Pop,R&;B",1.33,67.24,68.61,100.0,27.32,36.59,2
571,571,Keyshia Cole,Let It Go,2007,"Soul Pop,R&;B,Rap",20.14,79.38,70.74,90.91,28.52,79.11,4
572,572,Kanye West,All Falls Down,2004,"Acoustic,R&;B,Hip-Hop,Producer,Rap",15.23,62.31,72.12,72.73,26.1,42.32,2
573,573,Evanescence,My Immortal,2004,"Acoustic,Piano,Baroque Pop,Adult Contemporary,Pop-Rock,Ballad,Rock",88.24,8.82,22.23,81.82,18.68,7.01,3
574,574,Drake,I'm Upset,2018,"Trap,Canada,Rap",28.53,90.03,56.38,100.0,62.47,48.47,2
575,575,Maroon 5,Daylight,2013,Pop,0.25,62.31,66.27,18.18,43.97,31.4,1
576,576,Dixie Chicks,Long Time Gone,2002,Country,18.4,49.94,67.76,18.18,74.95,83.14,1
577,577,Britney Spears,I Wanna Go,2011,"Hi-Nrg,Dance-Pop,Pop",0.39,66.78,52.12,45.45,50.13,79.75,4
578,578,Aerosmith,Jaded,2001,"Alternative Rock,Hard Rock,Rock",0.51,46.28,88.72,81.82,42.74,63.31,4
579,579,Linkin Park,What I've Done,2007,"Alternative,Rock,Alternative Rock",1.44,58.42,92.98,45.45,44.04,26.73,0
580,580,Jason Mraz,I Won't Give Up,2012,"Adult Alternative,Adult Contemporary,Ballad,Pop-Rock,Pop,Rock",70.96,54.07,26.27,36.36,54.27,11.36,3
581,581,Justin Timberlake,Not A Bad Thing,2014,"R&;B,Pop",53.89,22.34,53.93,0.0,22.93,7.86,3
582,582,City High,What Would You Do?,2001,Rap,26.48,71.02,78.51,63.64,29.09,84.52,4
583,583,Akon,Locked Up,2004,"R&;B,Rap",2.35,80.76,55.63,63.64,25.45,33.84,2
584,584,Ja Rule,Put It On Me,2001,"East Coast,Hip-Hop,Rap",2.98,52.69,84.57,54.55,84.53,72.11,0
585,585,Jennifer Lopez,Waiting For Tonight,1999,"Dance-Pop,Latin Pop,Dance,Pop",0.23,66.55,94.15,90.91,47.06,86.85,4
586,586,Kelly Clarkson,Never Again,2007,"Glam Rock,Pop,Rock",0.17,45.93,90.85,63.64,59.94,46.35,0
587,587,Post Malone,Congratulations,2017,Rap,20.86,59.11,79.89,54.55,45.81,48.57,0
588,588,Sonique,It Feels So Good,2000,Rap,1.2,59.68,66.06,45.45,53.22,55.47,0
589,589,Jonas Brothers,Tonight,2008,"Pop,Pop-Rock",0.05,40.32,95.53,36.36,66.1,76.46,1
590,590,Jordin Sparks,Tattoo,2007,"Pop,Pop-Rock,R&;B,Rock",44.07,51.89,75.53,18.18,73.57,54.3,1
591,591,OneRepublic,Good Life,2011,"Pop,Adult Alternative,Adult Contemporary,Pop-Rock,Rock",8.03,59.91,67.87,54.55,28.54,69.14,4
592,592,Carrie Underwood,Before He Cheats,2007,"Pop,Country",27.71,46.51,73.72,54.55,61.17,27.05,0
593,593,Rihanna,Hard,2010,"Trap,Rap",1.24,22.57,73.4,9.09,82.22,13.58,1
594,594,Ashanti,Happy,2002,"Soul,R&;B",24.54,70.33,48.82,18.18,25.15,70.1,1
595,595,Drake,Emotionless,2018,"Trap,Canada,Rap",2.55,34.36,66.06,9.09,76.34,5.26,1
596,596,Ariana Grande,Dangerous Woman,2016,"Pop-Rock,Pop,R&;B",5.41,63.12,58.08,36.36,52.63,26.94,1
597,597,P!nk,Just Like A Pill,2002,"Pop-Rock,Pop,Rock",0.01,65.98,76.38,81.82,32.89,23.13,2
598,598,Eminem,When I'm Gone,2005,"Hip-Hop,Conscious Hip-Hop,Rap",5.49,57.96,73.4,90.91,62.43,76.57,4
599,599,Coldplay,Speed Of Sound,2005,"UK,Brit Pop,Alternative Rock,Indie Rock,Rock",0.5,45.93,89.57,100.0,45.86,33.73,0
600,600,Ariana Grande,God Is A Woman,2018,"Feminism,Alternative R&;B,Electro-Pop,Trap,R&;B,Pop",2.38,56.01,64.04,9.09,59.4,24.72,1
601,601,Prince,When Doves Cry,2016,"Eighties,Soundtrack,Funk,Pop,R&;B,Rock",1.04,70.56,99.26,81.82,47.95,85.37,4
602,602,Amerie,1 Thing,2005,"Pop,R&;B",10.94,57.16,96.28,90.91,50.05,88.23,4
603,603,Kent Jones,Don't Mind,2016,Rap,2.4,40.21,76.06,72.73,67.88,69.46,0
604,604,Usher,Caught Up,2005,R&;B,2.76,80.64,79.79,54.55,37.85,81.66,4
605,605,Ginuwine,In Those Jeans,2003,R&;B,51.94,66.21,51.59,9.09,48.7,30.12,3
606,606,"DJ Sammy, Yanou",Heaven,2002,Pop,0.11,52.46,95.43,72.73,55.04,60.03,0
607,607,Bobby Helms,Jingle Bell Rock,2019,"Pop,Rockabilly,Christmas,Rock",65.75,73.42,39.14,18.18,43.78,81.76,3
608,608,Miley Cyrus,Can't Be Tamed,2010,"Pop-Punk,Pop-Rock,Electronic,Dance-Pop,Electro-Pop,Pop",2.93,59.22,90.85,100.0,42.1,75.08,4
609,609,Zedd,Clarity,2013,"UK,Electronic,Pop",4.07,45.36,77.13,72.73,48.9,14.96,0
610,610,Khalid,Better,2019,"Electro-Pop,Pop,R&;B",5.14,66.32,52.76,0.0,30.41,12.2,1
611,611,Capital Cities,Safe And Sound,2013,"Dance-Pop,Synth-Pop,Rock",0.02,62.08,81.17,0.0,42.7,77.52,1
612,612,Drake,Forever,2009,"NBA,Canada,R&;B,Basketball,Soundtrack,Rap",23.93,40.78,93.08,45.45,35.48,52.18,0
613,613,La Roux,Bulletproof,2010,"New Wave,Electronica,Electro-Pop,Synth-Pop,Pop",0.04,64.26,87.87,27.27,45.82,68.61,1
614,614,Kelly Clarkson,Piece By Piece,2016,"Electro-Pop,Orchestral,Pop",0.1,54.64,80.0,9.09,35.35,60.03,1
615,615,Justin Bieber,Never Say Never,2011,"Rap,Canada,Pop",1.85,71.71,79.89,0.0,29.81,63.31,1
616,616,Alessia Cara,Scars To Your Beautiful,2017,Pop,2.91,52.69,72.66,0.0,29.83,44.12,1
617,617,Aloe Blacc,The Man,2014,"Adult Contemporary,Alternative R&;B,Adult Alternative,Soul Pop,Soul,Pop,R&;B",3.38,22.34,75.85,100.0,20.44,48.04,2
618,618,Eminem,The Ringer,2018,"Beef,Rap",3.18,94.62,52.65,9.09,43.07,40.83,1
619,619,Drake,Fake Love,2017,"Trap,R&;B,Canada,Rap",10.74,93.36,45.21,81.82,52.6,61.3,2
620,620,Danity Kane,Show Stopper,2006,Rap,1.36,73.54,37.44,45.45,16.85,45.6,2
621,621,Pitbull,Hotel Room Service,2009,"Pop,Rap",0.72,84.54,60.95,9.09,47.65,79.96,1
622,622,Nickelback,Far Away,2006,"Ballad,Adult Contemporary,Pop-Rock,Alternative Rock,Post-Grunge,Rock",0.07,46.39,78.83,54.55,51.93,27.37,0
623,623,"Owl City, Carly Rae Jepsen",Good Time,2012,"Electro-Pop,Dance-Pop,Pop",2.44,51.2,86.81,27.27,47.69,68.61,1
624,624,Sam Smith,Lay Me Down,2015,"UK,Pop",93.97,40.66,14.25,36.36,47.24,30.87,3
625,625,Drake,Passionfruit,2017,"Pop,Dancehall,Tropical House,Canada,R&;B",26.18,79.73,43.29,100.0,39.02,34.9,2
626,626,Blueface,Thotiana,2019,"Trap,Hip-Hop,West Coast,East Coast,Remix,Rap",18.4,90.84,34.67,90.91,34.11,37.76,2
627,627,Travis Scott,Stargazing,2018,"Psychedelic,Trap,Rap",0.97,42.84,77.98,72.73,62.47,2.28,0
628,628,Adele,Skyfall,2012,"Orchestral,Adult Alternative,Soundtrack,UK,Rock,Pop,Screen,Theme Song",42.64,26.69,52.76,0.0,16.75,4.67,3
629,629,Kanye West,Yikes,2018,"Experimental,Trap,Rap",15.34,65.29,76.59,9.09,77.27,19.94,1
630,630,Feist,1234,2007,"Baroque Pop,Folk,Indie Rock,Rock",22.19,68.38,45.53,18.18,37.77,57.37,1
631,631,Lloyd Banks,On Fire,2004,Rap,9.44,74.0,81.81,72.73,28.46,41.79,2
632,632,Sia,Chandelier,2014,"Adult Contemporary,Ballad,Reggae,R&;B,Electro-Pop,Pop",2.01,32.76,77.76,9.09,42.17,56.95,1
633,633,Taylor Swift,Speak Now,2010,"Country,Pop",9.71,68.27,57.76,63.64,43.33,74.23,4
634,634,Fabolous,Make Me Better,2007,Rap,33.74,56.59,57.76,100.0,23.3,55.89,2
635,635,Charli XCX,Boom Clap,2014,"Electro-Pop,Soundtrack,Screen,UK,Pop",7.03,64.38,80.42,36.36,26.7,64.16,1
636,636,Migos,Stir Fry,2018,"Motown,Trap,Rap",0.27,80.64,80.85,18.18,82.19,50.16,1
637,637,Shakira,Underneath Your Clothes,2002,"Pop-Rock,Rock",70.14,57.62,57.55,72.73,72.03,34.68,2
638,638,Estelle,American Boy,2008,"Memes,R&;B,Rap",8.05,68.84,67.34,36.36,42.13,66.39,1
639,639,Buckcherry,Sorry,2008,Rock,0.37,46.85,80.96,18.18,50.78,11.04,1
640,640,"Rihanna, Sean Paul",Break It Off,2007,"Electro-Pop,Electronic,Dance-Pop,Dance,Jamaica,Dancehall,Pop",1.7,89.81,72.55,90.91,52.58,80.91,4
641,641,Andy Grammer,"Honey, I'm Good.",2015,"Rock,Pop",3.31,73.2,76.49,81.82,45.21,59.39,4
642,642,Nelly Furtado,I'm Like A Bird,2001,"R&;B,Folk,Canada,Pop",14.11,58.3,58.72,90.91,25.25,60.66,2
643,643,Britney Spears,Toxic,2004,"House,Dance,Pop",2.55,75.72,83.19,45.45,58.17,94.27,4
644,644,Carrie Underwood,I Told You So,2009,Pop,65.75,35.51,49.57,72.73,61.08,21.32,2
645,645,OutKast,Roses,2004,"Atlanta,Dirty South,Hip-Hop,R&;B,Pop,Rap",4.92,73.08,69.36,0.0,37.16,50.27,1
646,646,Avril Lavigne,My Happy Ending,2004,"Pop,Canada,Rock",0.14,34.48,93.62,18.18,74.94,74.76,1
647,647,Kelly Clarkson,Miss Independent,2003,"R&;B,Pop-Rock,Pop,Rock",8.8,62.08,60.31,100.0,78.49,61.51,0
648,648,"Demi Lovato, Joe Jonas",This Is Me,2008,"Disney,Soundtrack,Pop",0.99,35.28,81.38,9.09,26.23,59.28,1
649,649,Lil Wayne,Love Me,2013,"Canada,Trap,Rap",1.28,63.69,61.49,100.0,46.99,48.89,2
650,650,P!nk,Who Knew,2007,"Pop-Rock,Pop",0.47,65.86,72.02,81.82,56.3,44.97,0
651,651,Brenda Lee,Rockin' Around The Christmas Tree,2019,"Christmas,Rock",62.78,54.52,44.25,72.73,11.4,91.52,4
652,652,Uncle Kracker,Drift Away,2003,"Producer,Cover,Adult Contemporary,Pop-Rock,Pop Country,Rock,Country,Pop",18.51,53.84,64.25,100.0,63.67,87.59,4
653,653,P!nk,Try,2013,"Pop,Rock",0.14,64.15,60.95,18.18,34.09,54.72,1
654,654,Usher,Scream,2012,"Electronic,R&;B,Pop",0.12,57.62,85.74,63.64,48.89,56.63,4
655,655,Incubus,Drive,2001,"Adult Alternative,Pop-Rock,Acoustic,Alternative Rock,Rock",6.76,60.25,84.36,36.36,25.81,68.93,1
656,656,Drake,Portland,2017,"Motown,Atlanta,Trap,Canada,Rap",1.76,93.01,41.16,9.09,53.88,33.41,1
657,657,Ying Yang Twins,Salt Shaker,2004,"Hardcore Hip-Hop,Dirty South,Crunk,Rap",5.2,88.32,68.19,100.0,32.84,30.44,2
658,658,"Michael Jackson, Justin Timberlake",Love Never Felt So Good,2014,"Eighties,Soul,Disco,Dance,Remix,R&;B,Pop",13.5,75.83,70.53,63.64,42.43,71.8,4
659,659,"Pitbull, Ne",Time Of Our Lives,2015,"Pop,Rap",9.42,69.53,79.36,9.09,46.46,72.96,1
660,660,Ruben Studdard,Sorry 2004,2004,"Soul,R&;B,Rap",7.77,69.64,44.25,81.82,50.11,45.29,2
661,661,Chingy,Pullin' Me Back,2006,Rap,8.44,77.09,48.4,63.64,19.29,58.54,2
662,662,My Chemical Romance,Welcome To The Black Parade,2007,"Punk Rock,Hard Rock,Post-Hardcore,Emo,Alternative Rock,Pop-Punk,Rock",0.03,11.91,90.32,18.18,29.75,21.32,1
663,663,Lupe Fiasco,The Show Goes On,2011,Rap,1.93,54.75,88.62,63.64,58.19,65.22,4
664,664,Katy Perry,Waking Up In Vegas,2009,"Pop-Rock,Power Pop,Pop",0.12,47.08,87.45,45.45,50.74,58.86,0
665,665,Ed Sheeran,Don't,2014,"R&;B,Rap,UK,Pop",1.16,79.38,58.72,9.09,28.57,86.32,1
666,666,T.I.,Bring Em Out,2005,Rap,4.42,74.57,87.13,100.0,30.74,57.06,4
667,667,Lil Wayne,6 Foot 7 Foot,2010,"Hip-Hop,Producer,Memes,Rap",0.07,28.87,73.93,18.18,18.75,60.34,1
668,668,R. Kelly,Step In The Name Of Love,2003,"Remix,R&;B,Soul,Soul Pop,Pop",27.1,72.62,55.85,54.55,27.3,53.24,2
669,669,Len,Steal My Sunshine,1999,Rock,46.52,34.25,95.43,36.36,88.2,54.94,0
670,670,Drake,Make Me Proud,2011,"Canada,Rap",0.27,65.41,45.74,9.09,51.31,33.94,1
671,671,Backstreet Boys,Shape Of My Heart,2000,"Boy Band,Pop",25.77,52.92,77.66,81.82,29.22,51.22,2
672,672,Jason Derulo,Ridin' Solo,2010,"Pop,R&;B",13.09,37.69,82.34,81.82,25.05,57.59,4
673,673,Red Hot Chili Peppers,Scar Tissue,1999,"Blues Rock,Adult Alternative,Funk Rock,Alternative Rock,Rock",7.97,55.21,70.32,0.0,24.82,54.3,1
