,Unnamed: 0,Artists,Name,Year,Genre,acousticness,danceability,energy,key,tempo,valence,cluster
1718,1718,Usher,Papers,2009,"Producer,R&;B,Pop",3.47,78.92,53.19,9.09,43.99,13.05,1
1719,1719,Uncle Kracker,Smile,2010,"Country,Rock",20.76,49.03,80.42,36.36,56.95,60.66,1
1720,1720,Nicki Minaj,The Night Is Still Young,2015,"Pop,Rap",0.22,62.2,67.66,9.09,48.91,69.78,1
1721,1721,Diamond Rio,I Believe,2003,Country,70.25,25.09,18.71,90.91,45.26,12.31,2
1722,1722,Kenny Chesney,Somewhere With You,2011,"Country,Rock",8.81,64.95,84.36,9.09,39.01,53.13,1
1723,1723,Billie Eilish,Wish You Were Gay,2019,"Indie,Indie Pop,Alternative,Alternative Pop,Pop",39.88,84.77,31.38,63.64,42.75,26.2,2
1724,1724,Babyface,There She Goes,2001,"Soul Pop,Pop,R&;B",3.58,77.43,63.61,0.0,34.71,84.31,1
1725,1725,Justin Bieber,The Feeling,2015,"Canada,Pop",8.37,47.19,80.1,9.09,48.33,18.57,1
1726,1726,Luke Combs,Hurricane,2017,Country,1.56,40.21,80.53,90.91,16.81,51.01,2
1727,1727,Blue October,Hate Me,2006,"Alternative Rock,Rock",48.77,38.49,67.55,36.36,27.48,17.61,3
1728,1728,Rascal Flatts,I Won't Let Go,2011,"Country,Rock",75.87,50.86,37.23,36.36,51.34,19.84,3
1729,1729,Maroon 5,Sunday Morning,2005,"Blue-Eyed Soul,Jazz Fusion,Rock,Soul,Pop",9.34,56.7,75.74,0.0,24.26,82.08,1
1730,1730,Nine Inch Nails,The Hand That Feeds,2005,"Industrial,Industrial Rock,Rock",1.76,54.3,99.36,0.0,48.89,47.83,1
1731,1731,Audioslave,Like A Stone,2003,"Post-Grunge,Alternative Rock,Rock",0.81,57.39,54.46,63.64,36.47,51.01,2
1732,1732,Jonas Brothers,Year 3000,2007,"Cover,Pop,Teen Pop,Pop-Rock",1.67,58.3,91.81,100.0,35.98,82.19,4
1733,1733,Luke Bryan,Drink A Beer,2014,"Country,Rock",85.48,42.38,39.89,72.73,18.22,27.69,3
1734,1734,Brad Paisley,Celebrity,2003,"Country,Rock",38.65,60.6,73.83,0.0,46.32,80.6,1
1735,1735,Twista,Hope,2005,Pop,26.79,91.07,64.89,72.73,35.89,25.78,2
1736,1736,Travis Scott,No Bystanders,2018,"Memes,Hip-Hop,Trap,Rap",2.09,70.79,80.32,9.09,60.64,41.47,1
1737,1737,Sugarland,Stay,2007,"Country,Rock",79.14,49.94,24.25,36.36,53.6,37.55,3
1738,1738,Audioslave,Be Yourself,2005,"Post-Grunge,Alternative Rock,Hard Rock,Rock",14.62,35.51,83.93,100.0,41.87,29.91,0
1739,1739,OneRepublic,I Lived,2015,"Screen,Soundtrack,Folk Rock,Folk,Pop-Rock,Pop,Rock",7.63,55.67,84.89,81.82,43.95,29.28,0
1740,1740,Dierks Bentley,Feel That Fire,2009,Country,37.93,34.25,82.66,9.09,80.87,67.24,1
1741,1741,Fantasia,When I See U,2007,R&;B,46.73,52.23,57.44,72.73,27.39,76.57,4
1742,1742,Ludacris,Act A Fool,2003,Rap,23.41,52.69,90.42,81.82,38.19,78.48,4
1743,1743,Mims,Like This,2007,Rap,3.24,75.37,67.76,63.64,29.88,51.97,4
1744,1744,Florida Georgia Line,Simple,2018,Country,8.09,28.52,87.87,27.27,93.19,87.91,1
1745,1745,Drake,Jaded,2018,"Canada,R&;B,Rap",3.78,74.8,22.86,0.0,41.51,0.23,3
1746,1746,Iyaz,Solo,2010,R&;B,20.14,70.68,71.49,100.0,50.17,68.4,4
1747,1747,Kenny Chesney,I Go Back,2004,"Country,Rock",4.18,48.0,83.62,45.45,25.58,67.34,4
1748,1748,Linkin Park,Somewhere I Belong,2003,"Rap Rock,Alternative Rock,Nu-Metal,Rock,Rap",0.04,38.72,95.21,9.09,69.91,43.17,1
1749,1749,Jennifer Lopez,I'm Glad,2003,R&;B,4.07,71.94,55.21,90.91,27.92,32.88,2
1750,1750,Pitbull,Culo,2004,"Reggaeton,Dancehall,Rap",11.66,85.34,63.83,54.55,6.94,99.05,4
1751,1751,Taylor Swift,Everything Has Changed,2013,"Folk,Country,Pop",36.81,58.53,42.76,54.55,19.3,42.53,2
1752,1752,Love And Theft,Angel Eyes,2012,Country,1.37,62.2,68.08,72.73,36.57,98.73,4
1753,1753,The Fray,Never Say Never,2009,"Alternative Rock,Rock",58.08,13.4,46.38,72.73,68.72,24.08,2
1754,1754,Tim McGraw,One Of Those Nights,2013,"Country,Rock",1.17,47.19,76.59,63.64,48.31,40.09,0
1755,1755,Sugarland,Want To,2006,"Country,Rock",48.47,37.23,71.7,27.27,67.57,11.99,3
1756,1756,Toni Braxton,Just Be A Man About It,2000,"Spoken Word,Neo Soul,R&;B,Rap",28.02,73.31,41.91,81.82,37.43,55.68,2
1757,1757,The Killers,Human,2008,Rock,0.13,50.86,79.15,90.91,53.5,58.01,0
1758,1758,George Strait,Write This Down,1999,"Country,Rock",12.99,70.56,67.23,27.27,46.35,67.45,1
1759,1759,The Script,Nothing,2011,"Ireland,Rock",0.38,41.24,82.66,18.18,66.79,49.63,1
1760,1760,Pinkfong,Baby Shark,2019,"Alternative Rock,Memes,Children&#39;s Music,Pop",26.48,82.02,88.3,72.73,40.91,78.69,4
1761,1761,Travis Scott,Goosebumps,2017,"Memes,Trap,Rap",8.66,83.39,71.49,63.64,50.16,41.89,4
1762,1762,The Game,Dreams,2005,Rap,0.51,59.22,77.02,54.55,66.03,26.09,0
1763,1763,Lady Gaga,Venus,2013,"Electronic,Pop",2.73,79.95,89.25,45.45,44.59,74.34,4
1764,1764,Thompson Square,Are You Gonna Kiss Me Or Not,2011,Country,3.99,42.61,68.61,72.73,63.67,61.3,0
1765,1765,Big Sean,Marvin & Chardonnay,2011,Rap,6.86,57.27,79.89,100.0,52.0,82.5,4
1766,1766,Kendrick Lamar,Yah.,2017,"Producer,Conscious Hip-Hop,Pop,R&;B,Trip-Hop,West Coast,Rap",58.9,63.8,68.51,9.09,13.12,65.01,3
1767,1767,Liz Phair,Why Can't I?,2003,"Pop-Rock,Pop,Rock",2.79,42.84,74.78,100.0,19.88,20.37,2
1768,1768,Toby Keith,You Shouldn't Kiss Me Like This,2001,"Country,Rock",32.62,35.28,78.08,63.64,73.96,28.43,0
1769,1769,50 Cent,Straight To The Bank,2007,Rap,11.45,60.6,84.04,63.64,80.69,51.33,0
1770,1770,Breathe Carolina,Blackout,2012,"Pop,House,Electronic Rock,Electronic,Dance-Pop,Synth-Pop",0.55,62.89,81.17,54.55,45.78,81.23,4
1771,1771,Nas,Made You Look,2003,"Producer,Rap",17.59,62.43,93.62,45.45,28.82,71.69,4
1772,1772,Daddy Yankee,Gasolina,2005,"Latin Urban,Hip-Hop,Rap,Puerto Rico,Latin Pop,En Espa\xc3\xb1ol,Latin Music,Reggaeton",33.95,85.22,79.25,0.0,29.17,76.14,1
1773,1773,Jason Aldean,Fly Over States,2012,"Country,Rock",7.05,42.84,72.34,63.64,20.27,15.81,2
1774,1774,George Ezra,Budapest,2015,"Rock,Folk Rock,Indie,UK,Pop,Folk",8.65,69.19,42.44,45.45,48.78,37.55,2
1775,1775,Gary Allan,Nothing On But The Radio,2004,Pop,5.85,64.83,72.34,81.82,37.45,66.71,4
1776,1776,Gary Allan,Tough Little Boys,2003,Pop,71.37,49.83,36.8,18.18,21.89,18.99,3
1777,1777,Thomas Rhett,Look What God Gave Her,2019,Country,2.78,71.71,84.47,18.18,39.65,89.93,1
1778,1778,Enrique Iglesias,Rhythm Divine,2000,"Dance-Pop,Latin Pop,Pop",13.29,58.3,97.23,81.82,32.88,41.79,0
1779,1779,Sara Bareilles,King Of Anything,2010,"Pop-Rock,Piano,Indie Pop,Pop,Rock",47.14,64.49,75.1,9.09,43.35,82.19,1
1780,1780,Lara Fabian,I Will Love Again,2000,Pop,4.45,60.71,74.57,81.82,48.27,46.24,0
1781,1781,Krewella,Alive,2013,"Progressive House,Pop,Electronic",0.31,63.92,82.13,81.82,48.88,56.74,4
1782,1782,Frank Ocean,Thinkin Bout You,2012,"Alternative R&;B,Alternative Pop,Hip-Hop,R&;B",33.84,70.22,29.04,0.0,50.03,19.2,3
1783,1783,Joe Nichols,Tequila Makes Her Clothes Fall Off,2005,Pop,13.19,63.12,69.15,18.18,27.91,68.51,1
1784,1784,Tim McGraw,Watch The Wind Blow By,2004,"Country,Rock",9.45,46.28,58.72,90.91,8.59,49.95,2
1785,1785,Bad Meets Evil,Fast Lane,2011,"Horrorcore,Rap",3.97,57.5,86.7,9.09,43.44,32.14,1
1786,1786,Sixpence None The Richer,There She Goes,1999,Pop,0.09,44.1,77.98,90.91,44.07,44.54,0
1787,1787,Bruno Mars,Young Girls,2014,"Ballad,Pop",47.14,51.32,73.72,54.55,47.66,49.42,2
1788,1788,Lee Brice,A Woman Like You,2012,"Country,News",25.05,54.87,56.17,63.64,68.66,35.64,0
1789,1789,"Bow Wow, Omarion",Girlfriend,2007,"R&;B,Rap",11.66,70.1,78.61,63.64,16.23,86.43,4
1790,1790,Tim McGraw,The Cowboy In Me,2002,"Country,Rock",7.77,42.96,54.57,18.18,14.31,12.52,3
1791,1791,Travis Tritt,It's A Great Day To Be Alive,2001,Country,25.15,55.21,63.51,63.64,49.47,53.77,2
1792,1792,Montgomery Gentry,Roll With Me,2008,"Rap,Country Rap,Country",5.45,50.29,62.97,18.18,57.63,39.45,1
1793,1793,Bon Jovi,It's My Life,2000,Rock,2.69,50.17,91.17,0.0,43.96,53.98,1
1794,1794,Lil Wayne,Blunt Blowin,2011,Rap,0.23,69.64,72.55,18.18,53.82,36.06,1
1795,1795,Bruno Mars,Versace On The Floor,2017,"R&;B,Pop",20.04,53.26,55.1,18.18,77.36,28.22,1
1796,1796,Fabolous,Young'n,2002,Rap,33.33,93.93,71.49,63.64,37.18,91.52,4
1797,1797,Luke Combs,When It Rains It Pours,2017,Country,1.33,50.17,79.25,54.55,48.91,62.57,4
1798,1798,Sugarland,It Happens,2009,"Country,Rock",0.64,60.48,71.06,72.73,25.44,75.61,4
1799,1799,One Direction,Little Things,2013,"Boy Band,Folk,UK,Pop",80.57,68.04,17.65,63.64,37.85,55.25,3
1800,1800,Mac Miller,Self Care,2018,"R&;B,Neo Soul,Rap",37.53,46.62,51.27,9.09,57.47,15.07,3
1801,1801,Tyga,Faded,2012,Rap,1.05,82.25,65.0,9.09,28.59,32.24,1
1802,1802,SZA,The Weekend,2018,R&;B,24.64,42.84,32.97,72.73,12.01,13.37,2
1803,1803,Chris Young,Gettin' You Home,2009,Country,44.99,60.25,66.17,63.64,35.92,52.6,2
1804,1804,Queen,Bohemian Rhapsody,2018,"Memes,Piano,British Rock,Adult Alternative,Baroque Pop,Hard Rock,Opera,Orchestral,Pop-Rock,Pop,Progressive Rock,Ballad,Art Rock,UK,Rock",27.71,32.53,35.1,0.0,58.91,18.57,3
1805,1805,Faith Hill,Cry,2002,"Country,Rock",14.42,45.7,62.66,72.73,38.42,26.31,2
1806,1806,Randy Travis,Three Wooden Crosses,2003,"Gospel,Country",50.92,48.22,52.23,9.09,67.4,41.15,3
1807,1807,Lifehouse,Whatever It Takes,2008,Rock,0.58,37.34,87.02,0.0,62.49,52.18,1
1808,1808,Keith Urban,You're My Better Half,2005,Country,3.77,62.08,73.51,36.36,42.76,61.3,1
1809,1809,Sara Evans,Suds In The Bucket,2004,Country,5.32,45.59,90.11,90.91,69.86,91.52,4
1810,1810,Ace Hood,Bugatti,2013,"Gangsta Rap,Trap,Rap",8.36,64.38,62.97,9.09,50.73,27.37,1
1811,1811,Ginuwine,Stingy,2002,R&;B,26.58,58.3,55.0,9.09,48.36,61.72,1
1812,1812,Drake,Hype,2016,"Trap,Canada,Rap",2.61,77.21,61.59,36.36,50.14,21.54,1
1813,1813,John Mayer,Bigger Than My Body,2003,"Adult Alternative,Adult Contemporary,Pop-Rock,Rock",1.24,56.59,93.62,36.36,42.3,51.12,1
1814,1814,Lee Brice,I Don't Dance,2014,"Country,Rock",40.8,54.3,53.51,9.09,26.72,16.45,3
1815,1815,Taylor Swift,Should've Said No,2008,"Country,Pop",1.0,41.7,74.68,36.36,73.53,52.5,0
1816,1816,Keith Urban,Little Bit Of Everything,2013,"Country,Rock",24.44,57.96,87.87,72.73,68.62,91.41,4
1817,1817,Christina Aguilera,The Voice Within,2004,"Ballad,Pop",56.85,42.5,40.74,18.18,13.09,12.95,3
1818,1818,Kenny Chesney,The Woman With You,2004,"Country,Rock",6.87,50.06,64.68,63.64,56.26,25.25,0
1819,1819,Westside Connection,Gangsta Nation,2004,"West Coast,Gangsta Rap,Rap",12.99,83.62,68.51,81.82,28.58,67.87,4
1820,1820,Lonestar,Mr. Mom,2004,Country,5.38,48.34,79.25,90.91,76.0,70.63,0
1821,1821,George Strait,I Saw God Today,2008,"Country,Rock",61.25,54.41,56.48,27.27,61.17,36.7,3
1822,1822,Chris Young,I'm Comin' Over,2015,Country,2.88,52.92,83.93,90.91,48.9,36.17,0
1823,1823,Cast Of Camp Rock,We Rock,2008,"Disney,Soundtrack,Pop",0.65,60.14,95.43,72.73,58.67,81.02,4
1824,1824,Fetty Wap,Again,2015,"Trap,R&;B,Rap",0.63,72.74,72.02,100.0,27.32,27.16,2
1825,1825,Brad Paisley,I'm Still A Guy,2008,"Rock,Country",10.63,43.64,57.76,18.18,70.93,44.76,1
1826,1826,Mario,Crying Out For Me,2008,"R&;B,Rap",20.04,45.36,70.64,9.09,50.17,49.85,1
1827,1827,Desiigner,Tiimmy Turner,2016,"Horrorcore,Trap,Rap",17.79,56.13,71.17,54.55,45.69,28.53,0
1828,1828,The Corrs,Breathless,2001,"Folk,Pop,Pop-Rock",5.53,56.59,81.27,100.0,48.27,77.73,4
1829,1829,Zac Brown Band,Free,2010,"Country,Rock",24.54,38.95,37.87,9.09,16.67,26.2,3
1830,1830,Red Hot Chili Peppers,By The Way,2002,"Funk Rock,Alternative Rock,Rock",3.89,37.69,98.94,0.0,46.44,15.81,1
1831,1831,Rascal Flatts,I Melt,2003,Country,21.37,52.69,64.46,81.82,56.33,23.44,2
1832,1832,Kenny Chesney,Summertime,2006,"Country,Rock",17.28,42.04,92.77,36.36,73.56,71.9,1
1833,1833,Heartland,I Loved Her First,2006,Country,30.16,35.51,35.63,36.36,54.47,13.9,3
1834,1834,Eve,Love Is Blind,2000,Rap,26.89,65.86,80.74,0.0,78.56,58.54,1
1835,1835,Joe Nichols,Gimmie That Girl,2010,Country,20.96,44.33,89.79,18.18,70.02,67.87,1
1836,1836,Sara Evans,Born To Fly,2000,Country,0.95,57.16,64.57,9.09,31.74,55.47,1
1837,1837,Kenny Chesney,You Had Me From Hello,1999,"Country,Rock",51.94,55.21,35.84,18.18,54.91,17.51,3
1838,1838,Kenny Chesney,I Lost It,2000,Country,23.52,53.95,39.67,27.27,55.61,33.94,3
1839,1839,The Weeknd,Six Feet Under,2016,"Canada,R&;B,Electro-Pop,Pop",13.19,75.49,47.65,54.55,56.32,22.17,2
1840,1840,Train,If It's Love,2010,Rock,1.1,58.99,91.59,54.55,28.54,63.95,4
1841,1841,Christina Aguilera,Your Body,2012,"R&;B,Electro-Pop,Dance,Pop",0.08,54.98,77.13,72.73,33.49,57.27,4
1842,1842,The Wreckers,Leave The Pieces,2006,Country,5.1,45.82,70.64,54.55,71.16,49.32,0
1843,1843,Emerson Drive,Fall Into Me,2003,Country,24.34,44.44,80.53,18.18,29.77,59.39,1
1844,1844,Labrinth,Beneath Your Beautiful,2013,"UK,R&;B,Pop",23.31,50.97,49.57,18.18,21.75,20.48,3
1845,1845,Post Malone,Candy Paint,2018,"Soundtrack,East Coast,Pop,Trap,Rap",61.76,64.03,66.8,36.36,80.97,41.68,3
1846,1846,John Mayer,Heartbreak Warfare,2010,Rock,19.53,58.53,52.97,18.18,29.8,29.28,3
1847,1847,Train,Marry Me,2011,"Folk Rock,Folk,Acoustic,Adult Alternative,Adult Contemporary,Ballad,Pop-Rock,Pop,Rock",85.28,39.86,22.44,0.0,24.18,47.3,3
1848,1848,Nickelback,This Afternoon,2010,"Country,Pop-Rock,Rock",0.26,45.13,87.13,63.64,68.68,64.9,0
1849,1849,Carrie Underwood,See You Again,2013,"Ballad,Country",27.61,45.93,72.98,72.73,32.25,46.14,2
1850,1850,Chris Young,You,2012,Country,32.31,68.16,69.36,54.55,28.56,67.02,4
1851,1851,Luke Bryan,Do I,2009,"Country,Rock",26.28,53.61,67.55,81.82,55.06,28.0,2
1852,1852,Jerrod Niemann,Drink To That All Night,2014,"Rock,Country",3.32,60.25,84.04,81.82,41.47,46.67,0
1853,1853,George Strait,Run,2001,"Country,Rock",47.24,49.37,54.68,18.18,16.57,27.58,3
1854,1854,Keith Urban,Making Memories Of Us,2005,Country,81.39,65.29,33.82,36.36,34.04,28.11,3
1855,1855,Little Big Town,Better Man,2017,Country,11.45,45.93,82.98,45.45,58.7,49.42,0
1856,1856,Sara Evans,A Little Bit Stronger,2011,Country,28.83,48.45,63.19,18.18,61.19,26.84,3
1857,1857,5 Seconds Of Summer,Good Girls,2014,"Australia,Punk Rock,Pop-Rock,Pop,Rock",1.34,47.88,91.38,36.36,56.95,55.36,1
1858,1858,Augustana,Boston,2007,"Pop-Rock,Rock",18.61,33.33,54.78,0.0,60.62,27.05,1
1859,1859,Alan Jackson,Where I Come From,2001,Country,22.49,70.22,61.17,100.0,46.87,75.4,4
1860,1860,Bing Crosby,White Christmas,2019,"Pop,Christmas",68.81,23.37,10.84,81.82,50.44,22.49,2
1861,1861,Luke Combs,One Number Away,2018,Country,0.6,49.37,77.13,54.55,58.81,52.18,0
1862,1862,Keith Urban,Only You Can Love Me This Way,2009,"Ballad,Country,Rock",46.73,51.89,39.67,18.18,61.21,30.76,3
1863,1863,XXXTENTACION,Look At Me!,2017,"Memes,Hardcore Hip-Hop,Trap,Rap",26.48,74.46,71.27,9.09,55.72,33.31,1
1864,1864,Kanye West,Famous,2016,"Producer,Beef,Pop,Rap",7.27,40.32,72.23,54.55,77.23,39.67,0
1865,1865,Young Buck,Let Me In,2004,Rap,11.96,65.52,88.72,9.09,26.2,67.34,1
1866,1866,B2K,Gots Ta Be,2002,"R&;B,Rap",4.11,82.36,42.33,18.18,51.23,69.46,1
1867,1867,Lorde,Yellow Flicker Beat,2014,"New Zealand,Art Pop,Adult Alternative,Alternative Dance,Electro-Pop,Electronic,Dance-Pop,Soundtrack,Screen,Producer,Pop",10.53,54.07,58.93,9.09,28.53,2.63,3
1868,1868,Guns N' Roses,Chinese Democracy,2008,Rock,0.08,41.35,79.15,18.18,52.56,12.84,1
1869,1869,Eminem,Like Toy Soldiers,2005,"Hip-Hop,Conscious Hip-Hop,Rap",2.16,65.41,76.17,72.73,20.65,38.71,2
1870,1870,Jaron And The Long Road To Love,Pray For You,2010,Pop,62.58,32.88,61.59,90.91,56.08,38.18,2
1871,1871,Ed Sheeran,Make It Rain,2014,"Screen,UK,Pop",80.88,57.85,19.46,72.73,29.68,30.97,3
1872,1872,Backstreet Boys,Drowning,2001,"Boy Band,Pop",8.17,52.12,77.23,54.55,57.5,47.3,0
1873,1873,Ice Cube,You Can Do It,2000,"West Coast,Rap",0.09,95.53,84.79,9.09,31.56,90.35,1
1874,1874,Sugarland,Something More,2005,"Country,Rock",29.65,57.27,85.21,36.36,33.02,33.31,1
1875,1875,Brad Paisley,She's Everything,2006,"Country,Rock",58.18,27.72,44.89,0.0,33.46,24.82,3
1876,1876,Sara Evans,I Could Not Ask For More,2001,Country,2.39,53.95,48.19,72.73,55.08,37.33,0
1877,1877,Bebe Rexha,I'm A Mess,2018,Pop,0.29,59.22,67.87,100.0,29.78,19.2,2
1878,1878,Tim McGraw,My Little Girl,2006,"Country,Rock",35.89,39.4,61.7,0.0,59.19,21.54,3
1879,1879,Aaliyah,I Don't Wanna,2000,"R&;B,Rap",53.78,67.47,55.0,81.82,50.13,69.78,2
1880,1880,Darius Rucker,Don't Think I Don't Think About It,2008,"Country,Rock",2.81,53.26,74.04,81.82,62.27,39.24,0
1881,1881,Jamie O'Neal,When I Think About Angels,2001,Pop,28.02,45.13,83.72,100.0,89.42,49.74,0
1882,1882,"21 Savage, Offset, Metro Boomin",Ghostface Killers,2017,"Atlanta,Trap,Rap",33.84,76.63,40.42,18.18,21.14,22.07,3
1883,1883,Trey Songz,Heart Attack,2012,R&;B,6.98,56.59,84.89,72.73,62.39,50.06,0
1884,1884,Miranda Lambert,Over You,2012,"Country,Rock",54.7,51.89,47.97,54.55,67.47,11.25,3
1885,1885,Zac Brown Band,Homegrown,2015,Country,2.49,68.5,79.25,54.55,34.72,97.67,4
1886,1886,David Nail,Whatever She's Got,2014,Country,22.19,47.42,70.95,9.09,68.92,90.46,1
1887,1887,Keith Urban,Where The Blacktop Ends,2001,Country,47.95,58.65,97.34,18.18,67.04,98.2,1
1888,1888,Blake Shelton,Doin' What She Likes,2014,Country,16.05,53.61,75.64,90.91,63.71,84.52,4
1889,1889,Kendrick Lamar,Feel.,2017,"Producer,Pop,Conscious Hip-Hop,Bossa Nova,West Coast,Rap",14.01,72.51,78.93,0.0,37.78,54.94,1
1890,1890,Dierks Bentley,Sideways,2009,Country,14.42,58.53,91.38,45.45,36.59,82.72,4
1891,1891,Drake,Teenage Fever,2017,"Canada,R&;B,Rap",11.35,74.8,24.14,72.73,29.8,11.57,2
1892,1892,Billie Eilish,Xanny,2019,"Indie,Alternative,Alternative Pop,Art Rock,Glam Rock,Indie Pop,Pop",76.79,46.74,7.33,81.82,38.75,1.9,3
1893,1893,Mario Vazquez,Gallery,2006,Rap,1.73,54.98,63.29,81.82,23.32,30.55,2
1894,1894,Josh Turner,Why Don't We Just Dance,2010,"Country,Rock",42.94,64.6,76.59,45.45,45.09,64.37,4
1895,1895,George Strait,Give It Away,2006,"Country,Rock",49.28,63.8,55.53,45.45,61.27,58.43,3
1896,1896,Kenny Chesney,Young,2002,"Country,Rock",2.84,65.41,83.4,81.82,47.54,68.61,4
1897,1897,Chris Brown,Undecided,2019,"Tropical House,Pop,R&;B",29.86,33.68,59.14,45.45,29.74,48.04,3
1898,1898,Kelsea Ballerini,Peter Pan,2016,Country,2.9,45.93,64.15,9.09,17.12,45.39,1
1899,1899,Paul Wall,Girl,2006,Rap,0.01,66.44,71.59,36.36,21.75,61.4,1
1900,1900,Ja Rule,Holla Holla,1999,Rap,2.72,88.2,60.21,100.0,27.29,49.21,2
1901,1901,Phil Vassar,Just Another Day In Paradise,2000,Country,24.54,53.38,72.23,18.18,60.35,70.1,1
1902,1902,Brett Eldredge,Drunk On Your Love,2016,Country,42.33,37.8,82.44,100.0,82.24,58.65,0
1903,1903,Hilary Duff,Come Clean,2004,"Pop-Rock,Pop",1.64,53.15,88.93,72.73,42.79,44.44,0
1904,1904,Miranda Lambert,Automatic,2014,"Rock,Country",4.45,54.75,68.83,90.91,29.16,38.92,2
1905,1905,George Strait,I Hate Everything,2004,"Country,Rock",41.31,54.3,61.59,90.91,26.02,42.74,2
1906,1906,Chris Cagle,"I Breathe In, I Breathe Out",2002,Pop,18.81,46.39,44.89,63.64,27.34,19.63,2
1907,1907,Kanye West,Only One,2015,"Screen,Soul,Pop,Producer,R&;B",96.01,70.9,19.89,0.0,32.92,7.54,3
1908,1908,Snoop Dogg,Gangsta Luv,2009,Rap,2.83,54.64,72.23,18.18,32.91,38.5,1
1909,1909,The Weeknd,I Was Never There,2018,"Canada,R&;B",14.52,24.05,72.44,90.91,39.81,12.73,0
1910,1910,Drake,0 To 100 / The Catch Up,2014,"Canada,Producer,Rap",75.36,51.09,70.21,100.0,78.88,49.74,2
1911,1911,Jesse McCartney,Body Language,2009,Pop,3.16,60.82,73.61,0.0,69.52,53.35,1
1912,1912,Luke Bryan,"Sunrise, Sunburn, Sunset",2018,Country,19.73,41.01,89.47,81.82,68.61,72.54,0
1913,1913,Dierks Bentley,Somewhere On A Beach,2016,Country,0.06,52.23,61.91,63.64,58.79,42.74,0
1914,1914,"50 Cent, Olivia",Best Friend,2006,Rap,40.39,49.94,61.7,90.91,82.43,66.39,0
1915,1915,T.I.,Let's Get Away,2004,Rap,34.97,52.0,81.91,90.91,22.26,73.28,4
1916,1916,Emerson Drive,I Should Be Sleeping,2002,Country,24.85,40.21,89.25,45.45,71.35,67.77,0
1917,1917,Toby Keith,American Ride,2009,"Country,Rock",8.48,46.51,90.53,81.82,77.32,80.49,4
1918,1918,Brad Paisley,Little Moments,2004,"Country,Rock",28.53,45.82,43.82,81.82,66.77,35.53,2
1919,1919,Zac Brown Band,Keep Me In Mind,2011,"Country,Rock",16.26,65.41,70.1,54.55,29.17,56.1,4
1920,1920,Lasgo,Something,2003,"Trance,Eurodance,Electronic,Pop",2.77,60.71,98.4,63.64,56.3,36.59,0
1921,1921,Brad Paisley,Wrapped Around,2002,"Country,Rock",9.51,57.62,74.68,81.82,57.22,43.7,0
1922,1922,Rihanna,If It's Lovin' That You Want,2006,"R&;B,Pop",9.84,72.39,67.87,72.73,29.11,74.76,4
1923,1923,Thomas Rhett,Life Changes,2018,Country,10.22,65.75,83.93,63.64,24.21,82.08,4
1924,1924,Dustin Lynch,Small Town Boy,2017,Country,2.57,50.52,73.08,81.82,14.97,67.66,4
1925,1925,Miguel,Sure Thing,2011,"Soul,Soul Pop,R&;B",2.81,65.41,58.19,100.0,19.91,49.74,2
1926,1926,Drake,Sacrifices,2017,"Canada,Rap",4.16,90.49,40.74,72.73,55.75,52.71,2
1927,1927,Demi Lovato,Neon Lights,2014,Pop,7.84,59.34,81.17,81.82,47.62,74.02,4
1928,1928,Kanye West,No Mistakes,2018,"Hip-Hop,Rap",4.02,60.71,62.76,90.91,19.4,33.41,2
1929,1929,New Kids On The Block,Summertime,2008,Pop,0.99,59.45,77.55,36.36,21.72,79.64,4
1930,1930,R. Kelly,Feelin' On Yo Booty,2001,"Soul Pop,Soul,Pop,R&;B",26.48,71.48,21.48,90.91,7.59,84.31,2
1931,1931,Toby Keith,God Love Her,2009,"Country,Rock",13.6,50.17,91.81,90.91,47.06,42.11,0
1932,1932,Lukas Graham,Mama Said,2016,"Scandinavia,Adult Alternative,Pop-Rock,Danmark,Soul,Pop",4.57,68.61,79.04,63.64,21.76,58.97,4
1933,1933,Chris Young,Tomorrow,2011,"Country,Rock",57.26,37.57,62.55,100.0,57.37,33.31,2
1934,1934,Drake,Signs,2017,"Dancehall,Canada,R&;B,Rap",11.04,78.01,72.23,0.0,36.18,19.94,1
1935,1935,Thomas Rhett,Crash And Burn,2015,"Pop,Country",8.93,66.09,77.13,45.45,50.14,85.47,4
1936,1936,Keith Urban,Tonight I Wanna Cry,2006,Country,89.98,53.38,34.99,63.64,33.96,11.67,3
1937,1937,Rae Sremmurd,No Flex Zone,2014,"Trap,Rap",0.44,93.01,49.14,72.73,44.0,21.85,2
1938,1938,Trinidad James,All Gold Everything,2013,"Trap,Rap",2.81,66.9,73.83,63.64,31.6,61.62,4
1939,1939,Parmalee,Carolina,2013,Country,1.09,36.77,73.83,90.91,68.53,48.04,0
1940,1940,Lonestar,Not A Day Goes By,2002,Country,50.31,47.77,26.48,54.55,48.48,19.73,3
1941,1941,Daughtry,September,2010,Rock,5.16,39.63,70.42,90.91,62.34,32.35,0
1942,1942,Blake Shelton,Came Here To Forget,2016,Country,36.4,57.27,65.0,9.09,50.15,47.3,1
1943,1943,Daughtry,Life After You,2010,Rock,6.1,32.42,78.72,45.45,64.96,34.68,0
1944,1944,Darius Rucker,It Won't Be Like This For Long,2009,"Country,Rock",34.25,53.95,49.78,36.36,58.68,37.55,3
1945,1945,LL Cool J,Paradise,2003,Rap,1.56,76.29,81.7,45.45,30.32,85.9,4
