,Artists,Name,Year,Weekly.rank,Week,Max.Weeks.on.chart,Genre,acousticness,danceability,energy,key,tempo,valence,cluster
255,Lady Gaga,Telephone,2010,3,2010-04-01,33,"Synth-Pop,Electronic,Electro-Pop,Dance-Pop,Pop",0.005999687034022413,0.815578465063001,0.8255133524843069,0.4545454545454546,0.4520997415797556,0.7190117696956844,4
256,Nelly,Ride Wit Me,2001,3,2001-06-19,29,"Hip-Hop,Pop,Rap",0.06298346229205778,0.8442153493699884,0.6850728800936269,0.6363636363636364,0.3278483276694688,0.7285547661965857,4
257,Train,"Hey, Soul Sister",2010,3,2010-04-15,54,"Folk,Pop,Pop-Rock",0.1891596307263224,0.6414662084765177,0.8829662730077666,0.09090909090909091,0.2978555437001585,0.8059590711483406,1
258,Usher,U Don't Have To Call,2002,3,2002-04-30,26,"Neo Soul,Soul Pop,Soul,Hip-Hop,Pop,R&;B",0.04887299937153225,0.7789232531500572,0.5446324077029471,0.09090909090909091,0.3163150136611179,0.817622733538331,1
259,Enrique Iglesias,Hero,2001,3,2001-11-20,34,"Spanish Music,Latin Pop,Pop",0.1503047328292231,0.5063001145475372,0.6191084157889137,0.6363636363636364,0.6365834253325848,0.1209839889725374,0
260,French Montana,Unforgettable,2017,3,2017-08-19,42,"Dancehall,Rap",0.02995679907952338,0.702176403207331,0.7584849452069369,0.5454545454545454,0.3038565675130597,0.7402184285865763,4
261,"Bruno Mars, Cardi B",Finesse,2018,3,2018-02-24,23,"Electro-Funk,New Jack Swing,Remix,Soul Pop,Soul,Funk-Pop,Funk,West Coast,East Coast,Rap,R&;B,Pop",0.007983331821400638,0.7193585337915235,0.7893392914139801,0.4545454545454546,0.3468320391762623,0.9586470151627611,4
262,3 Doors Down,Kryptonite,2000,3,2000-11-07,53,"Alternative,Post-Grunge,Alternative Rock,Rock",0.006787009965095215,0.4948453608247423,0.8606234705819767,1.0,0.3101721362534615,0.5387551691231045,4
263,Jennifer Lopez,Love Don't Cost A Thing,2001,3,2001-02-27,21,"Pop,R&;B",0.003116244611132411,0.7709049255441006,0.8361527822108735,0.3636363636363636,0.3013402080930559,0.689322447248436,4
264,Dido,Thank You,2001,3,2001-04-24,39,"Trip-Hop,Pop,Rock",0.2903868647213969,0.697594501718213,0.573358867964677,0.09090909090909091,0.1928098730101949,0.7455200933092991,1
265,"J Balvin, Willy William",Mi Gente,2017,3,2017-10-21,30,"Dancehall,Latin Music,En Espa\xc3\xb1ol,Pop",0.01830032971039358,0.7571592210767468,0.6712416214490904,1.0,0.3468690444618506,0.2895769271551267,2
266,Mariah Carey,All I Want For Christmas Is You,2019,3,2019-01-05,30,"East Coast,Christmas,R&;B,Pop",0.1676871871516096,0.2542955326460482,0.605277157144377,0.6363636363636364,0.6263699665102167,0.329869579047821,0
267,Lil Pump,Gucci Gang,2017,3,2017-12-02,24,"Memes,Trap,Rap",0.2443744856327267,0.9427262313860252,0.4967549739333972,0.4545454545454546,0.438950530100716,0.7041671084720604,4
268,Britney Spears,Circus,2008,3,2008-12-18,22,"Electro-Pop,Dance-Pop,Pop",0.1503047328292231,0.7766323024054982,0.7201829981912969,0.5454545454545454,0.4086740389418955,0.7699077510338246,4
269,Nelly,Over And Over,2004,3,2004-12-01,24,"Adult Contemporary,Pop Country,Country Rap,Hip-Hop,Pop,Country,Neo Soul,R&;B,Rap",0.007482308137990675,0.6013745704467354,0.4956910309607405,0.6363636363636364,0.746674149957752,0.4306012087795568,0
270,Destiny's Child,Lose My Breath,2004,3,2004-11-24,23,"R&;B,Pop",0.007431183272336598,0.8029782359679267,0.8967975316523035,0.09090909090909091,0.4335354233096293,0.5408758350121938,1
271,Jennifer Lopez,On The Floor,2011,3,2011-05-19,29,"Dance-Pop,Dance,Rap,Pop",0.1104273376190422,0.706758304696449,0.7669964889881903,0.2727272727272727,0.5013106038645854,0.5896511504612447,1
272,The Pussycat Dolls,Buttons,2006,3,2006-09-20,30,Rap,0.1820021495347515,0.5234822451317296,0.8138099797850834,0.1818181818181818,0.9999999999999998,0.3956102216095854,1
273,The Fray,How To Save A Life,2006,3,2006-10-04,58,"Piano,Adult Contemporary,Adult Alternative,Pop-Rock,Alternative Rock,Pop,Rock",0.2750494050251735,0.6036655211912944,0.7308224279178636,0.9090909090909092,0.4521860872461282,0.3457745732159898,2
274,David Cook,The Time Of My Life,2008,3,2008-06-05,20,Pop,0.05531473244394609,0.3447880870561282,0.5552718374295137,0.7272727272727273,0.6552525919118781,0.2609479376524229,0
275,Hinder,Lips Of An Angel,2006,3,2006-10-11,33,"Alternative Rock,Rock",0.02218581950010352,0.415807560137457,0.7233748271092669,0.1818181818181818,0.4956611302647728,0.2291379493160853,1
276,Lady Gaga,The Edge Of Glory,2011,3,2011-05-26,24,"Electronic Rock,Electronic,Electro-Pop,Disco,Dance-Pop,Pop",0.0003278944383589949,0.5383734249713631,0.7574210022342802,0.8181818181818182,0.4886794663837817,0.3415332414378116,0
277,"Cardi B, Bruno Mars",Please Me,2019,3,2019-03-16,19,"Rap,East Coast,West Coast,Soul Pop,R&;B,Pop",0.06564195530606984,0.7262313860252004,0.5467602936482604,0.09090909090909091,0.5259314538759954,0.6522107941893756,1
278,"Jessie J, Ariana Grande, Nicki Minaj",Bang Bang,2014,3,2014-10-03,31,"UK,Pop,Rap",0.2658469292074394,0.679266895761741,0.7765719757421001,0.0,0.6248342471583024,0.7593044215883786,1
279,The Wanted,Glad You Came,2012,3,2012-04-27,37,"Dance-Pop,Pop",0.05725747733880105,0.5693012600229095,0.8350888392382168,0.6363636363636364,0.4821233632870561,0.4199978793341109,0
280,Iggy Azalea,Black Widow,2014,3,2014-10-17,30,"Australia,UK,Pop,Rap",0.1963171119178933,0.7216494845360825,0.7063517395467602,1.0,0.7109455467222567,0.5133071784540346,0
281,Khalid,Talk,2019,3,2019-06-08,20,"Synth-Pop,Pop",0.05122474319161983,0.9014891179839633,0.3658899882966273,0.0,0.538322057000475,0.3213869154914644,1
282,50 Cent,Disco Inferno,2005,3,2005-03-23,29,Rap,0.2106320743010351,0.9301260022909508,0.6414512182147037,0.2727272727272727,0.2978925489857467,0.7158307708620506,1
283,The Lumineers,Ho Hey,2012,3,2012-12-28,62,"Adult Alternative,Adult Contemporary,Pop,Pop-Rock,Indie Pop,Indie Rock,Folk Rock,Rock",0.8118604943929929,0.6552119129438717,0.4361102244919672,0.0,0.1925385009158808,0.3372919096596331,3
284,Rihanna,Stay,2013,3,2013-05-10,32,"Soul Pop,Piano,Ballad,Adult Contemporary,R&;B,Pop",0.9662575886683085,0.5819014891179839,0.2701351207575274,0.8181818181818182,0.3896348195067195,0.09553599830346729,3
285,"Ray J, Yung Berg",Sexy Can I,2008,3,2008-04-03,26,Pop,0.14825973820306,0.3734249713631157,0.6584743057772103,0.09090909090909091,0.2633357797938805,0.9650090128300286,1
286,Rihanna,Don't Stop The Music,2008,3,2008-02-20,30,"Electro-Pop,Dance-Pop,Electro House,House,Dance,Electronic,Pop",0.03435353752577409,0.827033218785796,0.6520906479412704,0.5454545454545454,0.456090144875693,0.5376948361785601,4
287,LFO,Summer Girls,1999,3,1999-09-13,17,"Boy Band,Pop",0.1646196952123649,0.8029782359679267,0.7999787211405468,0.6363636363636364,0.3151493471650867,0.7455200933092991,4
288,Imagine Dragons,Radioactive,2013,3,2013-07-05,87,"Adult Alternative,Dubstep,Alternative Pop,Alternative Rock,Pop-Rock,Alternative,Electronic Rock,Pop,Rock",0.1083823429928791,0.3837342497136311,0.7744440897967869,0.8181818181818182,0.5398269386143988,0.2132329551479165,0
289,"will.i.am, Britney Spears",Scream & Shout,2013,3,2013-02-15,24,Rap,0.0194250767547833,0.7548682703321878,0.6691137355037771,0.4545454545454546,0.5015141329353208,0.494221185452232,1
290,T.I.,What You Know,2006,3,2006-04-19,20,Rap,0.01584633615899784,0.5017182130584192,0.8021066070858602,1.0,0.1526221328613103,0.3150249178241968,2
291,fun.,Some Nights,2012,3,2012-11-16,56,"Adult Alternative,Pop-Rock,Piano,Adult Contemporary,Pop,Alternative Rock,Alternative Pop,Indie Rock,Indie Pop,Rock",0.01819807997908543,0.6403207331042383,0.7255027130545803,0.0,0.3652421687564374,0.3786448944968721,1
292,Sean Paul,Give It Up To Me,2006,3,2006-09-06,22,"Jamaica,Dancehall,Rap",0.1687096844646912,0.849942726231386,0.6574103628045537,0.6363636363636364,0.2915584776025509,0.5758668221821652,4
293,Eminem,Berzerk,2013,3,2013-09-13,20,"Rap Rock,Hip-Hop,Rap",0.02218581950010352,0.7170675830469646,0.8680710713905735,1.0,0.2859645119311208,0.6882621143038914,4
294,One Direction,Live While We're Young,2012,3,2012-10-19,16,"Boy Band,Bubblegum Pop,UK,Pop",0.06431270879906381,0.6242840778923252,0.8308330673475902,0.1818181818181818,0.4767329266863616,0.9554660163291275,1
295,Kelis,Milkshake,2003,3,2003-12-23,22,"Screen,Soundtrack,Dance,Pop,R&;B",0.009537527737284612,0.8865979381443299,0.7638046600702203,0.09090909090909091,0.3964622946977592,0.8388293924292227,1
296,Flo Rida,Good Feeling,2012,3,2012-01-26,37,Rap,0.06012046981542941,0.679266895761741,0.8872220448983934,0.09090909090909091,0.4890495192396647,0.689322447248436,1
297,Jessica Simpson,I Wanna Love You Forever,1999,3,1999-12-27,20,"Ballad,Pop",0.1595072086469571,0.5463917525773195,0.6488988190233003,0.3636363636363636,0.34121340331444,0.04177711801505674,3
298,Foster The People,Pumped Up Kicks,2011,3,2011-10-20,40,"Indie Rock,Adult Alternative,Memes,Electronic Rock,Electro-Pop,Electronic,Pop-Rock,Pop,Alternative Pop,Alternative,Alternative Rock,Rock",0.14825973820306,0.7101947308132874,0.6957123098201936,0.4545454545454546,0.4888213199785369,0.9862156717209205,4
299,Bruno Mars,It Will Rain,2012,3,2012-01-19,29,"Screen,Pop,Soundtrack",0.3445792223147196,0.5303550973654066,0.8287051814022768,0.1818181818181818,0.6247664041347238,0.4677128618386173,1
